,UMLS_CUI,synonyms,root
658,C0236849,"Encopresis with constipation AND overflow incontinence,Encopresis with constipation AND overflow incontinence (finding)",Encopresis with constipation AND overflow incontinence
659,C0426147,"Fetal foot presenting,Fetal leg presenting,Foetal foot presenting,Foetal leg presenting,Footling breech presentation,Footling breech presentation (finding)",Footling breech presentation
660,C1399729,"Mass of head,Mass of head (finding)",Mass of head
661,C2919588,"Helicobacter pylori antibody above reference range,Helicobacter pylori antibody above reference range (finding),Helicobacter pylori antibody elevation,Raised Helicobacter pylori antibody",Helicobacter pylori antibody above reference range
662,C0030540,"Parent-child problem,Parent-child problem (finding),Parent/child conflict,Parent/child conflict (finding)",Parent-child problem
663,C0474413,"Problematic behavior in children,Problematic behavior in children (finding),Problematic behaviour in children",Problematic behavior in children
664,C0034150,"Disorder characterised by purpura,Disorder characterized by purpura,Peliosis,Purpura,Purpura,Purpura (finding),Purpura (morphologic abnormality),Purpura NOS,Purpuric disorder,Purpuric disorder (disorder)",Purpura
665,C0555026,"Marital conflict,Marital conflict (finding),Marital estrangement,Marital problems,Marital problems (finding)",Marital problems
666,C0238637,"Anal pain,Anal pain (finding)",Anal pain
667,C0576971,"Lesion of tongue,Lesion of tongue (finding)",Lesion of tongue
668,C0221755,"Abdominal bruit,Abdominal bruit (finding)",Abdominal bruit
669,C0574945,"Wrist joint active,Wrist joint inflamed,Wrist joint inflamed (finding)",Wrist joint inflamed
670,C0556340,"Habitual drinker,Habitual drinker (finding)",Habitual drinker
671,C0016506,"Deformity of foot,Deformity of foot (finding)",Deformity of foot
672,C0410928,"Breastfeeding problem in the newborn,Breastfeeding problem in the newborn (finding)",Breastfeeding problem in the newborn
673,C0522035,"Edema of the upper extremity,Edema of the upper extremity (finding),Oedema of the upper extremity",Edema of the upper extremity
674,C0751509,"Short-sleeper,Short-sleeper (finding)",Short-sleeper
675,C0476587,"Academic underachievement,Academic underachievement (finding)",Academic underachievement
676,C4520847,"IgG subclass deficiency,Immunoglobin G subclass deficiency,Immunoglobulin G subclass deficiency,Immunoglobulin G subclass deficiency (finding)",Immunoglobulin G subclass deficiency
677,C0151900,"Serum iron raised,Serum iron raised (finding)",Serum iron raised
678,C0580979,"Requires a meningitis vaccination,Requires a meningitis vaccination (finding)",Requires a meningitis vaccination
679,C0005826,"Abnormal blood pressure,Abnormal blood pressure (finding)",Abnormal blood pressure
680,C1319441,"Body mass index 40+ - morbidly obese,Body mass index 40+ - severely obese,Body mass index 40+ - severely obese (finding),Obese class III",Body mass index 40+ - severely obese
681,C0742078,"Brain mass,Mass lesion of brain,Mass lesion of brain (finding),Space-occupying lesion of brain",Mass lesion of brain
682,C1828173,"Unexplained weight loss,Unexplained weight loss (finding)",Unexplained weight loss
683,C1960105,"Active living will,Active living will (finding)",Active living will
684,C0566871,"Fetal heart rate absent,Fetal heart rate absent (finding),Foetal heart rate absent",Fetal heart rate absent
685,C1960756,"Complicated grieving,Complicated grieving (finding)",Complicated grieving
686,C0239134,"Loose cough,Moist cough,Producing sputum,Productive cough,Productive cough (finding)",Productive cough
687,C0566943,"Vaginal lesion,Vaginal lesion (finding)",Vaginal lesion
688,C0012766,"Disturbances of skin sensation,Skin sensation disturbance,Skin sensation disturbance (finding)",Skin sensation disturbance
689,C1997037,"Dependence on haemodialysis due to end stage renal disease,Dependence on hemodialysis due to end stage renal disease,Dependence on hemodialysis due to end stage renal disease (finding)",Dependence on hemodialysis due to end stage renal disease
690,C1455890,"Atypical squamous cells on cervical Papanicolaou smear cannot exclude high grade squamous intraepithelial lesion,Atypical squamous cells on cervical Papanicolaou smear cannot exclude high grade squamous intraepithelial lesion (finding)",Atypical squamous cells on cervical Papanicolaou smear cannot exclude high grade squamous intraepithelial lesion
691,C0086209,"Emotional stress,Emotional stress (finding)",Emotional stress
692,C0232968,"Menopausal problem,Menopausal problem (finding)",Menopausal problem
693,C0018520,"Bad breath,Bad breath - halitosis,Breath smells offensive,Breath smells unpleasant,Breath smells unpleasant (finding),Fetor ex ore,Fetor oris,Foul breath,Halitosis,Smelly breath,Stomatodysodia",Breath smells unpleasant
694,C0439044,"Lives alone,Lives alone (finding)",Lives alone
695,C2364378,"Noncompliance with diagnostic testing,Noncompliance with diagnostic testing (finding),Noncompliance: diagnostic testing",Noncompliance with diagnostic testing
696,C0581362,"Anorectal pain,Anorectal pain (finding)",Anorectal pain
697,C0404532,"Lax vaginal introitus,Lax vaginal introitus (disorder),Relaxation of vaginal outlet",Lax vaginal introitus
698,C0423669,"Arthralgia of elbow,Elbow joint pain,Elbow joint pain (finding)",Elbow joint pain
699,C0239886,"Frontal headache,Frontal headache (finding)",Frontal headache
700,C0750955,"Spastic neurogenic bladder,Spastic neurogenic bladder (finding),Spastic neuropathic bladder",Spastic neurogenic bladder
701,C0425496,"Clearing throat - hawking,Clearing throat - hawking (finding)",Clearing throat - hawking
702,C0080233,"Acquired absence of teeth,Acquired absence of teeth (disorder),Acquired edentia,Loss of teeth,Loss of teeth - acquired,Shedding of tooth,Teeth missing,Tooth loss,Tooth loss (finding)",Tooth loss
703,C0406670,"Pain of vulva,Vulval pain,Vulval pain (finding),Vulvodynia,Vulvodynia,Vulvodynia (disorder),Vulvodynia NOS,Vulvodynia, unspecified",Vulval pain
704,C3815933,"Uninsured medical expenses,Uninsured medical expenses (finding)",Uninsured medical expenses
705,C0011206,"ABS - Acute brain syndrome,Acute brain syndrome,Delirious,Delirious (finding),Delirium,Delirium (disorder),Delirium NOS",Delirious
706,C0002695,"Amputee,Amputee (finding)",Amputee
707,C0237349,"Unbalanced diet,Unbalanced diet (finding)",Unbalanced diet
708,C2712998,"Cardiac pacemaker in situ,Cardiac pacemaker in situ (finding)",Cardiac pacemaker in situ
709,C2732900,"Willing to be donor of liver,Willing to be donor of liver (finding)",Willing to be donor of liver
710,C1446377,"Mental health problem,Mental health problem (finding)",Mental health problem
711,C0206120,"Anergy,Anergy (finding),Clonal anergy,Clonal anergy (finding)",Anergy
712,C0241410,"Chews tobacco,Chews tobacco (finding)",Chews tobacco
713,C0013384,"Dyskinesia,Dyskinesia (finding),Dyskinesia NOS,dyskinesia",Dyskinesia
714,C0424802,"Smells of urine,Smells of urine (finding),Urinary body odor,Urinary body odour",Smells of urine
715,C2364379,"Noncompliance with dietary regimen,Noncompliance with dietary regimen (finding),Noncompliance with recommended nutrition plan,Noncompliance: dietary regimen,Noncompliance: recommended nutrition plan",Noncompliance with dietary regimen
716,C0424939,"LD - Learning difficulties,Learning difficulties,Learning difficulties (finding)",Learning difficulties
717,C0332544,"Abnormal increase in weight,Abnormal weight gain,Abnormal weight gain,Abnormal weight gain (finding)",Abnormal weight gain
718,C0595929,"Serum cholesterol raised,Serum cholesterol raised (finding)",Serum cholesterol raised
719,C0236151,"Abnormal renal function test,Abnormal results of kidney function studies,Abnormal results of kidney function studies,Renal function tests abnormal,Renal function tests abnormal (finding)",Renal function tests abnormal
720,C0700031,"Anxiety attack,Anxiety attack (finding)",Anxiety attack
721,C0423086,"Gazing fixedly,Staring,Staring (finding)",Staring
722,C0085633,"Changeable mood,Emotional instability,Emotional lability,Emotional lability,Emotionally labile,Labile in mood,Labile mood,Mood swing,Mood swings,Mood swings (finding),Unstable mood,Variable mood",Mood swings
723,C0701811,"Poor short-term memory,Poor short-term memory (finding),Short term memory loss,Short-term memory loss",Poor short-term memory
724,C0456541,"Crooked nose,Nasal deviation,Nasal deviation (finding)",Nasal deviation
725,C0429826,"Dysfunctional elimination of urine,Dysfunctional voiding of urine,Dysfunctional voiding of urine (finding),Voiding dysfunction",Dysfunctional voiding of urine
726,C0426317,"GU symptoms,GUT symptoms,Genitourinary symptoms,Genitourinary symptoms (finding)",Genitourinary symptoms
727,C0159047,"Symbolic dysfunction,Symbolic dysfunction (finding),Unspecified symbolic dysfunctions",Symbolic dysfunction
728,C0347940,"Chest swelling,Chest swelling (finding)",Chest swelling
729,C0026644,"Absence of teeth,Edentulous,Edentulous (finding),No natural teeth",Edentulous
730,C0241745,"Wound pain,Wound pain (finding)",Wound pain
731,C1997635,"Instability of femoropatellar joint,Instability of femoropatellar joint (finding),Patellar instability",Instability of femoropatellar joint
732,C0003564,"Absence of voice,Aphonia,Aphonia,Aphonia (disorder),Does not phonate,Does not produce voice,Does not vocalise,Does not vocalize,Loss of voice,Loss of voice,Loss of voice (finding)",Loss of voice
733,C1389941,"Flaccid neurogenic bladder,Flaccid neurogenic bladder (finding),Flaccid neuropathic bladder",Flaccid neurogenic bladder
734,C0235808,"Male perineal pain,Pain in male perineum,Pain in male perineum (finding)",Pain in male perineum
735,C2919332,"Cytomegalovirus antibody in serum positive,Cytomegalovirus antibody in serum positive (finding),Cytomegalovirus serostatus positive",Cytomegalovirus antibody in serum positive
736,C0476382,"Lytic lesion of bone on X-ray,Lytic lesion of bone on X-ray (finding)",Lytic lesion of bone on X-ray
737,C2711273,"Cardiac defibrillator in situ,Cardiac defibrillator in situ (finding)",Cardiac defibrillator in situ
738,C2711691,"Imaging of lung abnormal,Imaging of lung abnormal (finding)",Imaging of lung abnormal
739,C2919587,"Antinuclear antibody above reference range,Antinuclear antibody above reference range (finding),Raised antinuclear antibody",Antinuclear antibody above reference range
740,C2081572,"Low lying placenta,Low lying placenta (finding)",Low lying placenta
741,C1320835,"Drug fever,Drug-induced hyperpyrexia,Drug-induced hyperpyrexia (finding)",Drug-induced hyperpyrexia
742,C0236082,"Pain in vagina,Vaginal pain,Vaginal pain (finding)",Vaginal pain
743,C0586285,"Amputated big toe,Amputated big toe (finding)",Amputated big toe
744,C0010520,"Cyanosed,Cyanosis,Cyanosis,Cyanosis (finding),Cyanosis of skin,Cyanosis of skin (finding)",Cyanosis
745,C1272097,"Serum ferritin high,Serum ferritin high (finding)",Serum ferritin high
746,C0149653,"Diverticulosis of colon without diverticulitis,Diverticulosis of colon without diverticulitis (finding)",Diverticulosis of colon without diverticulitis
747,C1303147,"Not yet walking,Not yet walking (finding)",Not yet walking
748,C1274581,"Decorative tattoo,Decorative tattoo of skin,Decorative tattoo of skin (finding)",Decorative tattoo of skin
749,C0231353,"Alteration in nutrition: less than body requirements,Alteration in nutrition: less than body requirements (finding),Body nutrition deficit,Imbalanced nutrition: Less than body requirements",Alteration in nutrition: less than body requirements
750,C2047937,"Ill defined condition,Ill-defined condition,Ill-defined disease,Ill-defined disease (finding)",Ill-defined disease
751,C0231367,"Activity intolerance,Activity intolerance (finding)",Activity intolerance
752,C0232288,"Chest pain on exertion,Chest pain on exertion (finding)",Chest pain on exertion
753,C2364040,"Ineffective thermoregulation,Ineffective thermoregulation (finding),Thermoregulation impairment",Ineffective thermoregulation
754,C0337678,"Drinks heavily,Heavy drinker,Heavy drinker (finding)",Heavy drinker
755,C0277725,"Victim of physical assault,Victim of physical assault (finding)",Victim of physical assault
756,C0559470,"Allergy to peanuts,Allergy to peanuts (disorder)",Allergy to peanut
757,C0582229,"Decreased range of cervical spine movement,Decreased range of cervical spine movement (finding)",Decreased range of cervical spine movement
758,C1998986,"Deficient knowledge,Deficient knowledge (finding),Knowledge deficit",Deficient knowledge
759,C0152226,"Defective lid closure,Lagophthalmos,Lagophthalmos,Lagophthalmos (finding),Poor closure eyelids,Unspecified lagophthalmos",Lagophthalmos
760,C0221184,"Bitemporal hemianopia,Bitemporal hemianopia (finding)",Bitemporal hemianopia
761,C0421565,"Repeat prescription card duplicate issue,Repeat prescription card duplicate issue (finding)",Repeat prescription card duplicate issue
762,C1384674,"Caesarean delivery,Cesarean delivery,Deliveries by caesarean,Deliveries by cesarean,Deliveries by cesarean (finding)",Deliveries by cesarean
763,C0236078,"Pain in scrotum,Pain in scrotum (finding),Pain of scrotum,Scrotal pain,Scrotal pain",Pain in scrotum
764,C0030201,"Postoperative pain,Postoperative pain (finding),Postoperative pain NOS",Postoperative pain
765,C0231513,"Nocturnal muscle spasm,Nocturnal muscle spasm (finding)",Nocturnal muscle spasm
766,C1291748,"Decreased estrogen level,Decreased estrogen level (finding),Decreased oestrogen level",Decreased estrogen level
767,C0150044,"Total incontinence,Total urinary incontinence,Total urinary incontinence (finding),Urinary incontinence with continuous leakage",Total urinary incontinence
768,C0426623,"Excessive upper gastrointestinal gas,Excessive upper gastrointestinal gas (finding)",Excessive upper gastrointestinal gas
769,C0151379,"Rheumatoid factor positive,Rheumatoid factor positive (finding)",Rheumatoid factor positive
770,C0424101,"General inattentiveness,Inattention,Inattention (finding)",Inattention
771,C0425779,"Breasts asymmetrical,Breasts asymmetrical (finding)",Breasts asymmetrical
772,C0014724,"Belching,Belching,Belching symptom,Belching symptom (finding),Burping,Burping,Burping (finding),Eructation,Eructation,Eructation,Eructation, function,Eructation, function (observable entity)",Burping
773,C0015582,"Family disruption,Family disruption (finding)",Family disruption
774,C0281981,"Lump of skin,Mass of skin,Mass of skin (finding)",Mass of skin
775,C0239598,"Swelling of finger,Swelling of finger (finding),Swollen finger",Swelling of finger
776,C0239505,"Lump on face,Lump on face (finding),Mass of face",Lump on face
777,C0241394,"Pain in thumb,Pain in thumb (finding)",Pain in thumb
778,C0578040,"Lesion of lip,Lesion of lip (finding)",Lesion of lip
779,C0578454,"Neck swelling,Neck swelling (finding)",Neck swelling
780,C0342419,"Mass of pituitary,Mass of pituitary (finding),Pituitary mass",Mass of pituitary
781,C0035312,"Colloid bodies in retina,Retinal drusen,Retinal drusen (finding)",Retinal drusen
782,C0085271,"Deliberate self-harm,SIB - Self-injurious behavior,SIB - Self-injurious behaviour,Self damage,Self-abusive behavior,Self-abusive behaviour,Self-destructive behavior,Self-destructive behaviour,Self-harm,Self-injurious behavior,Self-injurious behavior (finding),Self-injurious behaviour",Self-injurious behavior
783,C0427144,"Toe walking,Toe-walking gait,Toe-walking gait (finding)",Toe-walking gait
784,C2919545,"Irregular bowel habits,Irregular bowel habits (finding)",Irregular bowel habits
785,C0948657,"Elevated cancer antigen 125,Increased cancer antigen 125,Increased cancer antigen 125 (finding),Raised cancer antigen 125",Increased cancer antigen 125
786,C2919296,"Clotting time above reference range,Clotting time above reference range (finding)",Clotting time above reference range
787,C2316723,"Chronic pain due to injury,Chronic pain due to injury (finding)",Chronic pain due to injury
788,C1853729,"Weakness of vocal cord,Weakness of vocal cord (finding)",Weakness of vocal cord
789,C2919404,"Low density lipoprotein cholesterol above reference range,Low density lipoprotein cholesterol above reference range (finding),Raised low density lipoprotein cholesterol",Low density lipoprotein cholesterol above reference range
790,C0751186,"Orthostatic headache,Orthostatic headache (finding)",Orthostatic headache
791,C0025322,"Premature menopause,Premature menopause,Premature menopause (finding),Premature menopause NOS",Premature menopause
792,C0302142,"Deformity,Deformity,Deformity (finding),Deformity (morphologic abnormality)",Deformity
793,C0232854,"Slowing of urinary stream,Slowing of urinary stream (finding)",Slowing of urinary stream
794,C0241374,"Pain in thigh,Pain in unspecified thigh,Thigh pain,Thigh pain (finding)",Thigh pain
795,C0686724,"Victim of terrorism,Victim of terrorism (finding)",Victim of terrorism
796,C0558116,"Altered body image,Altered body image (finding),Body image disturbance,Distorted body image,Distorted body image (finding),Disturbed body image",Distorted body image
797,C0085619,"Breathlessness lying flat,Orthopnea,Orthopnea,Orthopnea (finding),Orthopnoea",Orthopnea
798,C0149671,"Dribbling of urine,Dribbling of urine (finding)",Dribbling of urine
799,C0278097,"Abnormal male sexual function,Abnormal male sexual function (finding),Male sexual dysfunction",Abnormal male sexual function
800,C0267771,"Mass of retroperitoneal structure,Mass of retroperitoneal structure (finding),Retroperitoneal mass",Mass of retroperitoneal structure
801,C0231274,"Gets overheated,Intolerant of heat,Intolerant of heat (finding),Sensitive to heat",Intolerant of heat
802,C0038238,"Chronic steatorrhea,Chronic steatorrhea (disorder),Chronic steatorrhoea,Fatty stool,Fatty stool (finding),Steatorrhea,Steatorrhoea",Fatty stool
803,C0559567,"Contusion of multiple sites,Contusion of multiple sites (disorder),Multiple bruising,Multiple bruising (finding)",Multiple bruising
804,C0458101,"Cervicogenic headache,Cervicogenic headache (finding)",Cervicogenic headache
805,C0427285,"Clicking hip,Clicking hip,Clicking hip (finding)",Clicking hip
806,C0581386,"Chronic anxiety,Chronic anxiety (finding)",Chronic anxiety
807,C0556389,"Long-term drug misuser,Long-term drug misuser (finding)",Long-term drug misuser
808,C3714756,"Intellectual developmental disorder,Intellectual disability,Intellectual disability (disorder),Intellectual functioning disability,Intellectual functioning disability (finding),Intellectual limitation,Mental retardation",Intellectual functioning disability
809,C0420948,"A/N U/S scan abnormal,Abnormal ultrasonic finding on antenatal screening of mother,Abnormal ultrasonic finding on antenatal screening of mother,Antenatal ultrasound scan abnormal,Antenatal ultrasound scan abnormal (finding)",Antenatal ultrasound scan abnormal
810,C0476369,"Abnormal echocardiogram NOS,Echocardiogram abnormal,Echocardiogram abnormal (finding)",Echocardiogram abnormal
811,C0020437,"Hypercalcaemia,Hypercalcaemia syndrome,Hypercalcemia,Hypercalcemia,Hypercalcemia (disorder),Hypercalcemia syndrome,Raised serum calcium level,Raised serum calcium level (finding)",Raised serum calcium level
812,C0522347,"Ear pressure sensation,Ear pressure sensation (finding)",Ear pressure sensation
813,C0522347,"Ear pressure sensation,Ear pressure sensation (finding)",Sensation of pressure in ear
814,C0423610,"Female genital pain,Pain in female genitalia,Pain in female genitalia (finding)",Pain in female genitalia
815,C0178405,"Ineffective infant feeding pattern,Ineffective infant feeding pattern (finding)",Ineffective infant feeding pattern
816,C1281551,"Gastrostomy present,Gastrostomy present (finding)",Gastrostomy present
817,C0563276,"Left sided abdominal pain,Left sided abdominal pain (finding)",Left sided abdominal pain
818,C0576091,"Deformity of knee joint,Deformity of knee joint (finding)",Deformity of knee joint
819,C0575152,"Temporomandibular joint tender,Tenderness of temporomandibular joint,Tenderness of temporomandibular joint (finding)",Tenderness of temporomandibular joint
820,C0241716,"Mass of vulva,Mass of vulva (finding)",Mass of vulva
821,C0271193,"Peripheral visual field defect,Peripheral visual field defect,Peripheral visual field defect (finding)",Peripheral visual field defect
822,C0003128,"Anovulation,Anovulation (finding)",Anovulation
823,C0240140,"Labial adhesions,Labial adhesions (finding)",Labial adhesions
824,C0423124,"Dermatochalasis,Excess skin of eyelid,Excess skin of eyelid (finding)",Excess skin of eyelid
825,C0151602,"Facial swelling,Facial swelling (finding),Swollen face",Facial swelling
826,C0458069,"Hepatitis A immune,Hepatitis A immune (finding)",Hepatitis A immune
827,C0016205,"Flatulence, eructation and gas pain,Flatulence, eructation and gas pain (finding)","Flatulence, eructation and gas pain"
828,C1998380,"Localised superficial swelling of skin,Localized superficial swelling of skin,Localized superficial swelling of skin (finding)",Localized superficial swelling of skin
829,C2584400,"Cardiovascular stress test abnormal,Cardiovascular stress test abnormal (finding)",Cardiovascular stress test abnormal
830,C1997795,"Mass of shoulder region,Mass of shoulder region (finding)",Mass of shoulder region
831,C0159127,"Nonspecific tuberculin test reaction,Nonspecific tuberculin test reaction (finding)",Nonspecific tuberculin test reaction
832,C2349685,"Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear,Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear (finding)",Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear
833,C2919160,"Carcinoembryonic antigen above reference range,Carcinoembryonic antigen above reference range (finding),High carcinoembryonic antigen level",Carcinoembryonic antigen above reference range
834,C0151826,"Retrosternal chest pain,Retrosternal pain,Retrosternal pain (finding)",Retrosternal pain
835,C0522224,"Palsy,Paralysis,Paralysis (finding)",Paralysis
836,C0424295,"HA - Hyperactivity,Hyperactive behavior,Hyperactive behavior (finding),Hyperactive behaviour,Hyperkinesis,Increased purposeful goal-directed activity",Hyperactive behavior
837,C2919240,"Epstein-Barr virus antibody in serum positive,Epstein-Barr virus antibody in serum positive (finding),Epstein-Barr virus serostatus positive",Epstein-Barr virus antibody in serum positive
838,C0542571,"Edema of face,Edema of face (finding),Oedema of face",Edema of face
839,C2174297,"Mass of foot,Mass of foot (finding)",Mass of foot
840,C2911574,"Dependence on ventilator,Dependence on ventilator,Dependence on ventilator (finding)",Dependence on ventilator
841,C2919177,"Fussy toddler,Fussy toddler (finding)",Fussy toddler
842,C2732574,"Autoantibody screening for celiac disease positive,Autoantibody screening for celiac disease positive (finding),Autoantibody screening for coeliac disease positive,Celiac disease autoantibody profile positive,Coeliac disease autoantibody profile positive",Autoantibody screening for celiac disease positive
843,C0026603,"Motion sickness,Motion sickness,Motion sickness (finding),Riders' vertigo,Travel sickness,Travel sickness",Motion sickness
844,C1562306,"Cervicovaginal cytology: HGSIL or carcinoma,Cervicovaginal cytology: HSIL or carcinoma,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma,Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma (finding)",Cervicovaginal cytology: High grade squamous intraepithelial lesion or carcinoma
845,C0232519,"Abnormal deglutition,Abnormal deglutition (finding),Abnormal swallowing",Abnormal deglutition
846,C0232502,"Umbilical discharge,Umbilical discharge (finding)",Umbilical discharge
847,C0152447,"Observation of urethral discharge,UD - Urethral discharge,Urethral discharge,Urethral discharge,Urethral discharge (finding),Urethral discharge, unspecified,Urethrorrhea,Urethrorrhea,Urethrorrhoea",Urethral discharge
848,C0085624,"Burning sensation,Burning sensation (finding)",Burning sensation
849,C0152174,"Algopsychalia,Psychalgia,Psychalgia (finding),Psychogenic pain,Somatoform pain disorder,Somatoform pain disorder (disorder)",Psychalgia
850,C3662294,"Bowing deformity of lower limb,Bowing deformity of lower limb (finding)",Bowing deformity of lower limb
851,C0155197,"Paralytic lagophthalmos,Paralytic lagophthalmos,Paralytic lagophthalmos (finding)",Paralytic lagophthalmos
852,C0232071,"Aspiration of food,Aspiration of food (finding)",Aspiration of food
853,C0032816,"Post-traumatic headache,Post-traumatic headache,Post-traumatic headache NOS,Post-traumatic headache, unspecified,Posttraumatic headache,Posttraumatic headache (finding)",Posttraumatic headache
854,C0034642,"Rales,Rales,Respiratory crackles,Respiratory crackles (finding),Respiratory crepitations",Respiratory crackles
855,C0235198,"Concentration impairment,Unable to concentrate,Unable to concentrate (finding)",Unable to concentrate
856,C0232286,"Precordial pain,Precordial pain,Precordial pain (finding)",Precordial pain
857,C0019521,"Finding of hiccoughs,Hiccough,Hiccough,Hiccoughs,Hiccoughs (finding),Hiccups,Observation of hiccoughs,Singultus",Hiccoughs
858,C0001807,"Aggression,Aggressive behavior,Aggressive behavior (finding),Aggressive behaviour",Aggressive behavior
859,C0451805,"Abnormal biochemical finding on antenatal screening of mother,Abnormal biochemical finding on antenatal screening of mother,Abnormal biochemical finding on antenatal screening of mother (finding)",Abnormal biochemical finding on antenatal screening of mother
860,C0404889,"Habitual aborter - not delivered,Habitual aborter - not delivered (finding),History of recurrent miscarriage - not delivered",Habitual aborter - not delivered
861,C0458228,"Acromioclavicular joint pain,Acromioclavicular joint pain (finding),Arthralgia of acromioclavicular joint",Acromioclavicular joint pain
862,C0557875,"Tired,Tired (finding)",Tired
863,C0231655,"Pain in scapula,Scapulalgia,Scapulalgia (finding),Scapulodynia,Shoulder blade pain",Scapulalgia
864,C0011253,"Delusional ideas,Delusional thoughts,Delusions,Delusions (finding)",Delusions
865,C0278152,"Facial hemispasm,Hemifacial spasm,Hemifacial spasm (finding)",Hemifacial spasm
866,C0859897,"Vocal cord dysfunction,Vocal cord dysfunction (finding)",Vocal cord dysfunction
867,C0234632,"Reduced visual acuity,Reduced visual acuity (finding)",Reduced visual acuity
868,C0184543,"Nonadherence with therapeutic regimen,Noncompliance with therapeutic regimen,Noncompliance with therapeutic regimen (finding),Noncompliance: therapeutic regimen",Noncompliance with therapeutic regimen
869,C0425770,"Breast finding,Breast finding (finding),Breast observations",Breast finding
870,C0151878,"Increased QT interval,Prolonged QT interval,Prolonged QT interval (finding)",Prolonged QT interval
871,C0587170,"Accommodation unsuitable,Housing problem,Housing unsatisfactory,Housing unsatisfactory (finding),Inadequate housing",Housing unsatisfactory
872,C0581025,"Requires a tetanus booster,Requires a tetanus booster (finding)",Requires a tetanus booster
873,C0233308,"SRM - Spontaneous rupture of membranes,SROM - Spontaneous rupture of membranes,Spontaneous rupture of fetal membranes,Spontaneous rupture of foetal membranes,Spontaneous rupture of membranes,Spontaneous rupture of membranes (finding)",Spontaneous rupture of membranes
874,C0436515,"Barium enema abnormal,Barium enema abnormal (finding)",Barium enema abnormal
875,C0580382,"Autoantibody titer positive,Autoantibody titer positive (finding),Autoantibody titre positive",Autoantibody titer positive
876,C0151315,"NS - Neck stiffness,Neck stiffness,Stiff neck,Stiff neck (finding)",Stiff neck
877,C0240717,"Perineal pain,Perineal pain (finding)",Perineal pain
878,C0576404,"Amputated - transfemoral,Amputated above knee,Amputated above knee (finding)",Amputated above knee
879,C0574948,"Finger joint active,Finger joint inflamed,Finger joint inflamed (finding)",Finger joint inflamed
880,C0235656,"Lesion of cervix,Lesion of cervix (finding)",Lesion of cervix
881,C0155534,"Objective tinnitus,Objective tinnitus (finding)",Objective tinnitus
882,C0423674,"Pain in cervical spine,Pain in cervical spine (finding)",Pain in cervical spine
883,C0457084,"Swollen toe,Toe swelling,Toe swelling (finding)",Toe swelling
884,C0344226,"Lithium monitoring,Lithium monitoring (finding)",Lithium monitoring
885,C1850534,"Edema, generalized,Edema, generalized (finding),Generalized edema,Oedema, generalised","Edema, generalized"
886,C0262174,"Ear problem,Ear problem (finding)",Ear problem
887,C0151907,"Discoloration of skin,Discoloration of skin (finding),Discolouration of skin,Dyschromia",Discoloration of skin
888,C0278151,"Facial spasm,Facial spasm (finding)",Facial spasm
889,C0853225,"INR raised,International Normalised Ratio (INR) raised,International Normalised Ratio raised,International Normalized Ratio (INR) raised,International Normalized Ratio raised,International Normalized Ratio raised (finding)",International Normalized Ratio raised
890,C0239511,"Numbness of face,Numbness of face (finding)",Numbness of face
891,C0586387,"Unfavorable living conditions,Unfavourable living conditions,Unsatisfactory living conditions,Unsatisfactory living conditions (finding)",Unsatisfactory living conditions
892,C0422987,"Loss of part of visual field,Loss of part of visual field (finding)",Loss of part of visual field
893,C0240873,"Rectal lump,Rectal mass,Rectal mass (finding)",Rectal mass
894,C0426348,"Adhesions of foreskin,Adhesions of foreskin (finding)",Adhesions of foreskin
895,C0427036,"Hand joint stiff,Hand joint stiff (finding)",Hand joint stiff
896,C2919216,"Excessive selfcriticism,Excessive selfcriticism (finding)",Excessive self-criticism
897,C0240991,"Sensory ataxia,Sensory ataxia (finding)",Sensory ataxia
898,C2919629,"Cytomegalovirus antibody in serum negative,Cytomegalovirus antibody in serum negative (finding),Cytomegalovirus serostatus negative",Cytomegalovirus antibody in serum negative
899,C2919237,"Anovulatory amenorrhea,Anovulatory amenorrhea (finding),Anovulatory amenorrhoea",Anovulatory amenorrhea
900,C2584784,"Thallium stress test abnormal,Thallium stress test abnormal (finding)",Thallium stress test abnormal
901,C0033038,"Ejaculates too soon,Ejaculatio praecox,Premature ejaculation,Premature ejaculation,Premature ejaculation (finding),Premature orgasm - male",Premature ejaculation
902,C0237284,"Unresponsive,Unresponsive (finding)",Unresponsive
903,C0151746,"Abnormal renal function,Abnormal renal function (finding)",Abnormal renal function
904,C1299932,"Head tilt,Head tilt (finding)",Head tilt
905,C1410927,"Angle narrow,Narrow angle,Narrow angle (finding),Narrow angle anterior chamber",Narrow angle
906,C1562305,"Cervicovaginal cytology normal or benign,Cervicovaginal cytology normal or benign (finding)",Cervicovaginal cytology normal or benign
907,C0240671,"Partial thromboplastin time increased,Partial thromboplastin time increased (finding)",Partial thromboplastin time increased
908,C0231417,"Alteration in parenting,Alteration in parenting (finding),Parenting alteration",Alteration in parenting
909,C0151889,"Exaggeration of the deep reflexes,Hyperreflexia,Hyperreflexia (finding),Increased tendon reflexes",Hyperreflexia
910,C0002957,"Anger,Angry,Feeling angry,Feeling angry (finding)",Feeling angry
