,UMLS_CUI,synonyms,root
381,C0036202,"Benign lymphogranulomatosis of Schaumann,Besnier-Boeck-Schaumann syndrome,Boeck's sarcoid,Boeck's sarcoidosis,Darier-Roussy sarcoid,Lupus pernio of Besnier,Miliary lupoid of Boeck,Sarcoidosis,Sarcoidosis,Sarcoidosis (disorder),Sarcoidosis, unspecified,sarcoidosis",Sarcoidosis
382,C0009663,"AGW - Anogenital warts,Anogenital (venereal) warts,Anogenital wart,Anogenital warts,Anogenital warts (disorder),Condyloma acuminatum,Condyloma acuminatum,Condylomata acuminatum,Genital wart,Genital warts,Genital warts (disorder),Venereal wart,Venereal warts,Verruca acuminata",Genital warts
383,C0009663,"AGW - Anogenital warts,Anogenital (venereal) warts,Anogenital wart,Anogenital warts,Anogenital warts (disorder),Condyloma acuminatum,Condyloma acuminatum,Condylomata acuminatum,Genital wart,Genital warts,Genital warts (disorder),Venereal wart,Venereal warts,Verruca acuminata",Anogenital warts
384,C0585625,"Helicobacter pylori gastrointestinal tract infection,Helicobacter pylori gastrointestinal tract infection (disorder)",Helicobacter pylori gastrointestinal tract infection
385,C0003962,"Abdominal dropsy,Ascites,Ascites,Ascites (disorder),Ascites NOS,Hydroperitoneum,Hydroperitonia,Hydrops abdominis,Peritoneal dropsy",Ascites
386,C0020649,"Arterial hypotension,Hypopiesis,Hypotension,Hypotension,Hypotension, unspecified,Low blood pressure,Low blood pressure (disorder)",Low blood pressure
387,C0006444,"Bursitis,Bursitis (disorder),Bursitis NOS,Inflammation of bursa",Bursitis
388,C0000786,"Miscarriage,Miscarriage (disorder),Miscarriage NOS,Spontaneous abortion,Spontaneous abortion,Spontaneous abortion NOS,Vaginal expulsion of fetus,Vaginal expulsion of foetus,Vaginal expulsion of product of conception,miscarriage",Miscarriage
389,C0041976,"Inflammation of urethra,Urethritis,Urethritis (disorder)",Urethritis
390,C0267418,"Noninfectious gastroenteritis,Noninfectious gastroenteritis (disorder)",Noninfectious gastroenteritis
391,C0007115,"Malignant neoplasm of thyroid gland,Malignant tumor of thyroid gland,Malignant tumor of thyroid gland (disorder),Malignant tumour of thyroid gland,Thyroid Ca,Thyroid cancer",Malignant tumor of thyroid gland
392,C0011127,"Contact ulcer,Pressure sore,Pressure ulcer,Pressure ulcer,Pressure ulcer,Pressure ulcer (disorder),Pressure ulcer (morphologic abnormality),Pressure ulcer of unspecified site,bed sore,decubitus ulcer,pressure sore",Pressure ulcer
393,C0011127,"Contact ulcer,Pressure sore,Pressure ulcer,Pressure ulcer,Pressure ulcer,Pressure ulcer (disorder),Pressure ulcer (morphologic abnormality),Pressure ulcer of unspecified site,bed sore,decubitus ulcer,pressure sore",Decubitus ulcer
394,C0033581,"Inflammation of prostate,Inflammatory disease of prostate, unspecified,Inflammatory diseases of prostate,Prostatitis,Prostatitis (disorder),Prostatitis NOS",Prostatitis
395,C0042548,"Plantar wart,Plantar wart,VP - Verrucae pedis,Verruca pedis,Verruca plantaris,Verruca plantaris,Verruca plantaris (disorder)",Verruca plantaris
396,C0002873,"Anaemia of chronic disease,Anaemia of chronic disorder,Anaemia of systemic disease,Anemia of chronic disease,Anemia of chronic disorder,Anemia of chronic disorder (disorder),Anemia of systemic disease,Secondary anemia",Anemia of chronic disorder
397,C0019326,"Hernia of anterior abdominal wall,Hernia of anterior abdominal wall (disorder),Ventral hernia,Ventral hernia,Ventral hernia NOS",Hernia of anterior abdominal wall
398,C1263820,"Delivery AND/OR maternal condition affecting management,Delivery AND/OR maternal condition affecting management (disorder)",Delivery AND/OR maternal condition affecting management
399,C0205748,"Atypical naevus,Atypical naevus of skin,Atypical nevus,Atypical nevus of skin,DN - Dysplastic naevus,DN - Dysplastic nevus,Dysplastic naevus,Dysplastic naevus of skin,Dysplastic nevus,Dysplastic nevus (morphologic abnormality),Dysplastic nevus of skin,Dysplastic nevus of skin (disorder),atypical nevus",Dysplastic nevus of skin
400,C0263874,"Degeneration of lumbar intervertebral disc,Degeneration of lumbar intervertebral disc (disorder)",Degeneration of lumbar intervertebral disc
401,C1442978,"External abdominal hernia,Hernia of abdominal wall,Hernia of abdominal wall (disorder)",Hernia of abdominal wall
402,C0155502,"BPPV - Benign paroxysmal positional vertigo,Benign paroxysmal positional nystagmus,Benign paroxysmal positional vertigo,Benign paroxysmal positional vertigo (disorder),Benign recurrent vertigo,Benign recurrent vertigo (disorder)",Benign paroxysmal positional vertigo
403,C0040262,"PV - Pityriasis versicolor,Pityriasis versicolor,Pityriasis versicolor,Pityriasis versicolor (disorder),TV - Tinea versicolor,Tinea flava,Tinea flava,Tinea versicolor,Tinea versicolor,Tinea versicolor due to Malassezia furfur,Tinea versicolor due to Pityrosporum furfur",Pityriasis versicolor
404,C0495958,"Injury of lower leg,Injury of lower leg (disorder),Unspecified injury of lower leg",Injury of lower leg
405,C0041755,"ADR - Adverse drug reaction,Adverse drug effect,Adverse drug reaction,Adverse reaction caused by drug,Adverse reaction caused by drug (disorder),Adverse reaction to drug,Adverse reaction to medication,Drug reaction,Drug reaction,Drug reaction (qualifier value),Drug reaction NOS",Adverse reaction caused by drug
406,C0085119,"Foot ulcer,Ulcer of foot,Ulcer of foot (disorder)",Ulcer of foot
407,C0040456,"Impacted teeth,Impacted teeth,Impacted tooth,Impacted tooth,Impacted tooth (disorder),Impacted tooth (morphologic abnormality),Impacted tooth - disorder,Retained tooth",Impacted tooth
408,C3887597,"Acquired trigger finger,Acquired trigger finger (disorder),Nodular tendinous disease of finger,Trigger finger,Triggering of finger",Acquired trigger finger
409,C0263778,"Arthritis sicca,Arthroxerosis,Chronic osteoarthritis,Chronic osteoarthritis (disorder)",Chronic osteoarthritis
410,C0236816,"Acute crisis reaction,Acute crisis reaction,Acute reaction to stress,Acute reaction to stress,Acute stress disorder,Acute stress disorder (disorder),Acute stress reaction,Acute stress reaction,Gross stress reaction,Psychic shock,Psychic shock",Acute stress disorder
411,C1720165,"Peripheral circulatory disorder associated with type 2 diabetes mellitus,Peripheral circulatory disorder associated with type II diabetes mellitus,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder)",Peripheral circulatory disorder associated with type II diabetes mellitus
412,C1145670,"Respiratory failure,Respiratory failure (disorder),Respiratory failure, unspecified",Respiratory failure
413,C0342307,"IGT - Impaired glucose tolerance in pregnancy,Impaired glucose tolerance in pregnancy,Impaired glucose tolerance in pregnancy (disorder),Pregnancy and impaired glucose tolerance",Impaired glucose tolerance in pregnancy
414,C0262655,"Recurrent UTI - urinary tract infection,Recurrent urinary tract infection,Recurrent urinary tract infection (disorder)",Recurrent urinary tract infection
415,C0221392,"Atrophic vaginitis,Atrophic vaginitis (disorder)",Atrophic vaginitis
416,C0263875,"Degeneration of lumbosacral intervertebral disc,Degeneration of lumbosacral intervertebral disc (disorder)",Degeneration of lumbosacral intervertebral disc
417,C0004106,"Astigmatism,Astigmatism,Astigmatism (disorder),Unspecified astigmatism",Astigmatism
418,C0158334,"Ganglion cyst of joint,Ganglion of joint,Ganglion of joint (disorder)",Ganglion of joint
419,C0037052,"Sick sinus syndrome,Sick sinus syndrome,Sick sinus syndrome (disorder)",Sick sinus syndrome
420,C0009171,"Cocaine abuse,Cocaine abuse,Cocaine abuse (disorder)",Cocaine abuse
421,C1740754,"Intermittent asthma,Intermittent asthma (disorder)",Intermittent asthma
422,C0742186,"Cervical radiculopathy,Cervical radiculopathy (disorder),Cervical root lesion,Cervical root neuropathy",Cervical radiculopathy
423,C0343401,"Infection due to Methicillin resistant Staphylococcus aureus,MRSA (Methicillin resistant Staphylococcus aureus) infection,Methicillin resistant Staphylococcus aureus (MRSA) infection,Methicillin resistant Staphylococcus aureus infection,Methicillin resistant Staphylococcus aureus infection (disorder)",Methicillin resistant Staphylococcus aureus infection
424,C0242172,"Female pelvic inflammation,Female pelvic inflammatory disease,Female pelvic inflammatory disease (disorder),Female pelvic inflammatory disease, unspecified,Inflammatory diseases of female pelvic organs (N70-N77),PID - pelvic inflammatory disease,Pelvic inflammatory disease",Female pelvic inflammatory disease
425,C1384641,"CS - Cervical spondylosis,Cervical spondylosis,Cervical spondylosis (disorder)",Cervical spondylosis
426,C0004099,"EIA - Exercise-induced asthma,Exercise induced asthma,Exercise-induced asthma,Exercise-induced asthma (disorder)",Exercise-induced asthma
427,C0039494,"TMJ - Temporomandibular joint disorder,Temporomandibular joint disorder,Temporomandibular joint disorder (disorder),Temporomandibular joint disorder NOS,Temporomandibular joint disorder, unspecified,Temporomandibular joint disorders",Temporomandibular joint disorder
428,C0015931,"Abnormal foetal heart rate AND/OR rhythm affecting management of mother,Fetal distress affecting management of mother,Fetal distress affecting management of mother (disorder),Foetal distress affecting management of mother",Fetal distress affecting management of mother
429,C0001539,"Adjustment disorder with depressed mood,Adjustment disorder with depressed mood,Adjustment disorder with depressed mood (disorder)",Adjustment disorder with depressed mood
430,C0036262,"Infestation by Sarcoptes scabiei var hominis,Infestation caused by Sarcoptes scabiei var hominis,Infestation caused by Sarcoptes scabiei var hominis (disorder),Sarcoptic itch,Sarcoptic itch,Scabies,Scabies",Infestation caused by Sarcoptes scabiei var hominis
431,C0023223,"Leg ulcer,Ulcer of lower extremity,Ulcer of lower extremity (disorder),Ulcer of lower limb",Ulcer of lower extremity
432,C3665347,"Difficulty seeing,Impaired vision,Poor vision,Reduced ability to see,Sight impaired,Visual difficulty,Visual impairment,Visual impairment (disorder)",Visual impairment
433,C0151721,"Eunuchoidism,Eunuchoidism hypogonadism,Eunuchoidism, hypogonadism,Male hypogonadism,Male hypogonadism (disorder),Testicular failure,Testicular hypogonadism,Testicular hypogonadism NOS",Male hypogonadism
434,C0272744,"Closed intertrochanteric fracture,Closed intertrochanteric fracture (disorder)",Closed intertrochanteric fracture
435,C0699885,"Carcinoma of bladder,Carcinoma of bladder (disorder)",Carcinoma of bladder
436,C3662149,"Complication occurring during pregnancy,Complication occurring during pregnancy (disorder)",Complication occurring during pregnancy
437,C0159877,"Ankle fracture,Fracture of ankle,Fracture of ankle (disorder),Fracture of ankle NOS,Fracture of distal end of tibia and fibula",Fracture of ankle
438,C0272731,"Closed transcervical fracture of femur,Closed transcervical fracture of femur (disorder)",Closed transcervical fracture of femur
439,C0038941,"Infected surgical wound,Postoperative wound infection,Postoperative wound infection (disorder),Surgical site infection,Surgical site infection (disorder)",Postoperative wound infection
440,C0018571,"Hand injury,Injury of hand,Injury of hand (disorder)",Injury of hand
441,C0154830,"PDR - proliferative diabetic retinopathy,Proliferative diabetic retinopathy,Proliferative retinopathy co-occurrent and due to diabetes mellitus,Proliferative retinopathy co-occurrent and due to diabetes mellitus (disorder),Proliferative retinopathy with diabetes mellitus",Proliferative retinopathy co-occurrent and due to diabetes mellitus
442,C1269683,"Major depression,Major depression NOS,Major depressive disorder,Major depressive disorder (disorder)",Major depressive disorder
443,C0007193,"CCM - Congestive cardiomyopathy,COCM - Congestive cardiomyopathy,Congestive cardiomyopathy,Congestive cardiomyopathy,Congestive cardiomyopathy (disorder),Congestive dilated cardiomyopathy,DCM - Dilated cardiomyopathy,Dilated cardiomyopathy,Dilated cardiomyopathy,Primary dilated cardiomyopathy,Primary dilated cardiomyopathy (disorder)",Congestive cardiomyopathy
444,C0039496,"Costen's complex,Costen's syndrome,Mandibular dysfunction,Myofascial pain - dysfunction syndrome of TMJ,Snapping jaw,TMJ syndrome,TMJPDS - Temporomandibular joint pain dysfunction syndrome,Temporomandibular joint pain dysfunction syndrome,Temporomandibular joint syndrome,Temporomandibular joint-pain-dysfunction syndrome,Temporomandibular joint-pain-dysfunction syndrome (disorder)",Temporomandibular joint-pain-dysfunction syndrome
445,C3665667,"Major depressive disorder, recurrent, in full remission,Recurrent major depression in complete remission,Recurrent major depression in full remission,Recurrent major depression in full remission (disorder)",Recurrent major depression in full remission
446,C0008677,"Chronic bronchitis,Chronic bronchitis (disorder),Chronic bronchitis NOS,Unspecified chronic bronchitis",Chronic bronchitis
447,C0852036,"GH - Gestational hypertension,Gestational hypertension,Hypertension induced by pregnancy,PIH - Pregnancy-induced hypertension,Pregnancy-induced hypertension,Pregnancy-induced hypertension (disorder),gestational hypertension NOS",Pregnancy-induced hypertension
448,C0014534,"Epididymitis,Epididymitis,Epididymitis (disorder)",Epididymitis
449,C0021099,"Impetigo,Impetigo,Impetigo,Impetigo (disorder),Impetigo NOS,Impetigo, unspecified",Impetigo
450,C0036337,"Schizoaffective disorder,Schizoaffective disorder (disorder),Schizoaffective disorder, unspecified,Schizoaffective disorders,Schizoaffective psychosis NOS,Schizoaffective schizophrenia,Schizoaffective schizophrenia (disorder)",Schizoaffective disorder
451,C0006849,"Candida infection of mouth,Candida of mouth,Candidal stomatitis,Candidiasis of mouth,Candidiasis of mouth (disorder),Candidosis of mouth,Moniliasis of mouth,Mycotic stomatitis,Oral candidiasis,Oral candidosis,Oral moniliasis,Oral thrush,Oral thrush,Thrush,Thrush NOS",Candidiasis of mouth
452,C0154410,"Major depressive disorder, recurrent, mild,Mild recurrent major depression,Mild recurrent major depression (disorder)",Mild recurrent major depression
453,C0007789,"CP - Cerebral palsy,Cerebral palsy,Cerebral palsy,Cerebral palsy (CP),Cerebral palsy (disorder),Cerebral palsy NOS,Cerebral palsy, unspecified,Congenital cerebral palsy,Infantile cerebral palsy",Cerebral palsy
454,C0007282,"Carotid artery narrowing,Carotid artery stenosis,Carotid artery stenosis (disorder)",Carotid artery stenosis
455,C0020619,"Hypogonadism,Hypogonadism (disorder)",Hypogonadism
456,C0553723,"Cutaneous squamous cell carcinoma,SCC - Cutaneous squamous cell carcinoma,SCC - Squamous cell carcinoma of skin,Spinous cell carcinoma,Squamous cell carcinoma of skin,Squamous cell carcinoma of skin (disorder)",Squamous cell carcinoma of skin
457,C0151451,"GTPS - greater trochanteric pain syndrome,Trochanteric bursitis,Trochanteric bursitis,Trochanteric bursitis (disorder),Trochanteric bursitis, unspecified hip",Trochanteric bursitis
458,C0018213,"Basedow disease,Basedow's disease,Exophthalmic goiter,Exophthalmic goitre,Graves disease,Graves' disease,Graves' disease,Graves' disease (disorder),Graves' disease with exophthalmos,Toxic diffuse goiter with exophthalmos,Toxic diffuse goiter with exophthalmos (disorder),Toxic diffuse goitre with exophthalmos",Graves' disease
459,C0006826,"CA - Cancer,Cancer,Cancer NOS,Malignant neoplasm,Malignant neoplasm without specification of site,Malignant neoplastic disease,Malignant neoplastic disease (disorder),Malignant tumor,Malignant tumour",Malignant neoplastic disease
460,C1960047,"Moderate persistent asthma,Moderate persistent asthma,Moderate persistent asthma (disorder),Moderate persistent asthma NOS",Moderate persistent asthma
461,C0028768,"Anancastic neurosis,Anancastic neurosis,Anankastic neurosis,OCD - Obsessive-compulsive disorder,Obsessive compulsive disorder,Obsessive compulsive neurosis,Obsessive-compulsive disorder,Obsessive-compulsive disorder,Obsessive-compulsive disorder (disorder),Obsessive-compulsive disorder, unspecified,Obsessive-compulsive neurosis",Obsessive-compulsive disorder
462,C2711227,"Steatohepatitis,Steatohepatitis (disorder),Steatosis of liver,Steatosis of liver (disorder)",Steatosis of liver
463,C0525045,"Affective disorder,Disorder of affect,Mood [affective] disorders (F30-F39),Mood disorder,Mood disorder (disorder),Unspecified mood [affective] disorder",Mood disorder
464,C0158262,"Degeneration of cervical intervertebral disc,Degeneration of cervical intervertebral disc (disorder)",Degeneration of cervical intervertebral disc
465,C0010032,"CA - Corneal abrasion,Corneal abrasion,Corneal abrasion (disorder),Scratch of cornea,Scratch to cornea",Corneal abrasion
466,C0001542,"Adjustment disorder with mixed emotional features,Adjustment disorder with mixed emotional features (disorder),Adjustment reaction with mixed disturbance of emotion",Adjustment disorder with mixed emotional features
467,C0018801,"Cardiac failure,Cardiac insufficiency,HF - Heart failure,Heart failure,Heart failure,Heart failure (disorder),Heart failure, unspecified,Weak heart",Heart failure
468,C0016167,"Anal fissure,Anal fissure (disorder),Anal fissure, unspecified,Anal ulcer,Fissure in ano,Nontraumatic tear of anus,Solitary ulcer of anus,Tear of anus, nontraumatic,Ulcer of anus,Ulcer of anus (disorder)",Anal fissure
469,C0263746,"Degenerative joint disease of hand,Degenerative joint disease of hand (disorder),Osteoarthritis - hand joint,Osteoarthrosis of hand",Degenerative joint disease of hand
470,C0524909,"Chronic (viral) hepatitis B,Chronic type B viral hepatitis,Chronic type B viral hepatitis (disorder),Chronic viral hepatitis B",Chronic type B viral hepatitis
471,C0269791,"Meconium in amniotic fluid affecting management of mother,Meconium in amniotic fluid affecting management of mother (disorder)",Meconium in amniotic fluid affecting management of mother
472,C0005741,"Blepharitis,Blepharitis,Blepharitis (disorder),Eyelid inflammation,Inflammation of eyelid,Inflammation of eyelid NOS,Inflammation of lid margin,Unspecified blepharitis,Unspecified inflammation of eyelid",Blepharitis
473,C0010709,"Cyst,Cyst,Cyst (disorder),Cyst (morphologic abnormality)",Cyst
474,C0271084,"Disciform macular degeneration,Disciform senile macular retinal degeneration,EMD - Exudative macular degeneration,Exudative age-related macular degeneration,Exudative age-related macular degeneration,Exudative age-related macular degeneration (disorder),Exudative senile macular retinal degeneration,Junius-Kuhnt degeneration,Kuhnt Junius degeneration,Neovascular age-related macular degeneration,Subretinal neovascularisation of macula,Subretinal neovascularization of macula,Wet senile macular degeneration",Exudative age-related macular degeneration
475,C3714756,"Intellectual developmental disorder,Intellectual disability,Intellectual disability (disorder),Intellectual functioning disability,Intellectual functioning disability (finding),Intellectual limitation,Mental retardation",Intellectual disability
476,C0242184,"Decreased oxygen supply,Hypoxia,Hypoxia (disorder),Hypoxic",Hypoxia
477,C0021400,"Flu,Grippe,Influenza,Influenza (disorder),Influenza NOS",Influenza
478,C0242362,"IVDP - Intervertebral disc prolapse,Intervertebral disc extrusion,Intervertebral disc prolapse,Intervertebral disc prolapse (disorder),Intervertebral disc protrusion,PID - Prolapsed intervertebral disc,PIVD - Prolapsed intervertebral disc,Prolapsed intervertebral disc,Slipped disc,Slipped intervertebral disc",Intervertebral disc prolapse
479,C0340288,"Stable angina,Stable angina,Stable angina (disorder)",Stable angina
480,C1735856,"Classical migraine,Classical migraine,Migraine with typical aura,Migraine with typical aura,Migraine with typical aura (disorder)",Migraine with typical aura
481,C0524662,"Narcotism,Opioid dependence,Opioid dependence,Opioid dependence (disorder)",Opioid dependence
482,C0269608,"APH - Antepartum haemorrhage,APH - Antepartum hemorrhage,Antepartum haemorrhage,Antepartum hemorrhage,Antepartum hemorrhage (disorder),Antepartum hemorrhage, unspecified",Antepartum hemorrhage
483,C0006386,"Bunion,Bunion,Bunion of great toe,Swelling of first metatarsophalangeal joint of hallux,Swelling of first metatarsophalangeal joint of hallux (disorder)",Swelling of first metatarsophalangeal joint of hallux
484,C0032326,"Pneumothorax,Pneumothorax (disorder),Pneumothorax NOS,Pneumothorax, unspecified",Pneumothorax
485,C0022658,"Disease of kidney,Disorder of kidney,Kidney disease,Kidney disease (disorder),Nephropathy,Nephropathy,Nephropathy NOS,Renal disease,Renal disorder",Kidney disease
486,C0009766,"Allergic conjunctivitis,Allergic conjunctivitis (disorder),Atopic conjunctivitis,Atopic conjunctivitis (disorder)",Atopic conjunctivitis
487,C0272891,"Knee sprain,Sprain of knee,Sprain of knee (disorder),Sprain of knee joint,Sprain of ligament of knee joint",Sprain of knee
488,C2711180,"Influenza caused by Influenza A virus,Influenza caused by Influenza A virus (disorder),Influenza due to Influenza A virus",Influenza caused by Influenza A virus
489,C0010692,"Bladder infection,Cystitis,Cystitis,Cystitis (disorder),Cystitis, unspecified",Cystitis
490,C4551650,"Esophageal stricture,Oesophageal stricture,Stricture of esophagus,Stricture of esophagus,Stricture of esophagus (disorder),Stricture of oesophagus",Stricture of esophagus
491,C0154404,"Major depressive disorder, single episode, moderate,Moderate major depression, single episode,Moderate major depression, single episode (disorder)","Moderate major depression, single episode"
492,C0006868,"Cannabis abuse,Cannabis abuse,Cannabis abuse (disorder)",Cannabis abuse
493,C0018777,"CD - Conductive deafness,CHL - Conductive hearing loss,Conductive deafness,Conductive deafness NOS,Conductive hearing loss,Conductive hearing loss (disorder),Conductive hearing loss, unspecified",Conductive hearing loss
494,C0027947,"Neutropenia,Neutropenia, unspecified,Neutropenic disorder,Neutropenic disorder (disorder)",Neutropenic disorder
495,C0016124,"Finger injury,Injury of finger,Injury of finger (disorder)",Injury of finger
496,C0497156,"Enlargement of lymph nodes,LA - Lymphadenopathy,LN - Lymphadenopathy,Lymphadenopathy,Lymphadenopathy (disorder),Lymphadenopathy - swelling,Lymphadenopathy NOS,Swelling of lymph node,Swelling of lymph nodes,Swollen lymph glands,Swollen lymph nodes",Lymphadenopathy
497,C0006852,"Candida of vagina,Candidiasis of vagina,Candidiasis of vagina (disorder),Monilial infection of vagina,Vaginal candida,Vaginal candidiasis,Vaginal candidosis,Vaginal thrush,Vaginal thrush",Candidiasis of vagina
498,C0021843,"Bowel obstruction,IO - Intestinal obstruction,Intestinal obstruction,Intestinal obstruction (disorder),Intestinal obstruction NOS,Obstruction of intestine,Occlusion of colon or intestine NOS,Unspecified intestinal obstruction",Intestinal obstruction
499,C3463824,"Dysmyelopoietic syndrome,MDS - Myelodysplastic syndrome,Myelodysplastic syndrome,Myelodysplastic syndrome,Myelodysplastic syndrome (clinical),Myelodysplastic syndrome (disorder),Myelodysplastic syndrome (morphologic abnormality),Myelodysplastic syndrome, unspecified,Myelodysplastic syndromes,Smoldering leukemia,Smouldering leukaemia",Myelodysplastic syndrome
500,C0476089,"Endometrial carcinoma,Endometrial carcinoma (disorder)",Endometrial carcinoma
501,C0154412,"Major depressive disorder, recurrent severe without psychotic features,Severe recurrent major depression without psychotic features,Severe recurrent major depression without psychotic features (disorder)",Severe recurrent major depression without psychotic features
502,C0007860,"Cervicitis,Inflammation of cervix,Inflammation of cervix (disorder),Inflammatory disease of cervix uteri,Inflammatory disease of the cervix,Trachelitis",Inflammation of cervix
503,C0037054,"AS - Sickle cell trait,Drepanocytosis,Haemoglobin A-S genotype,Haemoglobin S trait,Haemoglobin S-A disorder,Hb-S trait,Hemoglobin A-S genotype,Hemoglobin S trait,Hemoglobin S-A disorder,Heterozygous for Hb S,Heterozygous haemoglobin S,Heterozygous hemoglobin S,Heterozygous hemoglobin S,RBC's - sickle cells present,Sickle cell trait,Sickle cell trait (disorder),Sickle cells present,Sickle-cell trait",Sickle cell trait
504,C0007137,"Epidermoid carcinoma,SCC - Squamous cell carcinoma,Squamous carcinoma,Squamous cell carcinoma,Squamous cell carcinoma,Squamous cell carcinoma (disorder),Squamous cell carcinoma, no ICD-O subtype,Squamous cell carcinoma, no International Classification of Diseases for Oncology subtype,Squamous cell carcinoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality),Squamous cell epithelioma",Squamous cell carcinoma
505,C0235329,"SBO - Small bowel obstruction,Small bowel obstruction,Small bowel obstruction (disorder)",Small bowel obstruction
506,C0011636,"Dermatophytosis,Dermatophytosis,Dermatophytosis (disorder),Dermatophytosis, unspecified",Dermatophytosis
507,C0042420,"Gower's syndrome,Neurally-mediated syncope,Vagal attack,Vaso vagal episode,Vasodepressor syncope,Vasovagal attack,Vasovagal attack,Vasovagal attack (disorder),Vasovagal syncope,Vasovagal syncope (disorder)",Vasovagal syncope
508,C0042420,"Gower's syndrome,Neurally-mediated syncope,Vagal attack,Vaso vagal episode,Vasodepressor syncope,Vasovagal attack,Vasovagal attack,Vasovagal attack (disorder),Vasovagal syncope,Vasovagal syncope (disorder)",Vasovagal attack
509,C0521169,"Compression fracture,Compression fracture,Compression fracture (disorder),Compression fracture (morphologic abnormality)",Compression fracture
510,C0376356,"PMT - Premenstrual tension,Premenstrual tension,Premenstrual tension syndrome,Premenstrual tension syndrome,Premenstrual tension syndrome (disorder)",Premenstrual tension syndrome
511,C0424605,"Developmental delay,Developmental delay (disorder)",
512,C0435805,"Fracture of proximal end of femur,Fracture of proximal end of femur (disorder)",
513,C0002892,"Addison anemia,Addison's anemia,Addisonian pernicious anaemia,Addisonian pernicious anemia,Biermer anemia,Biermer's anaemia,Biermer's anemia,Megaloblastic anaemia due to impaired absorption of cobalamin,Megaloblastic anemia due to impaired absorption of cobalamin,PA - Pernicious anaemia,Pernicious anaemia,Pernicious anemia,Pernicious anemia (disorder)",
514,C0013146,"Drug abuse,Drug abuse (disorder),Medication abuse",
515,C0019917,"Hordeolum,Hordeolum (disorder),Hordeolum NOS,Sty,Stye,Stye",
516,C0242301,"Boil,Boil,Boil NOS,Furuncle,Furuncle,Furuncle (disorder),Furuncle (morphologic abnormality),Furuncle, unspecified,Furunculus",
517,C0024115,"Disorder of lung,Disorder of lung (disorder),Lung disease NOS,Lung disorder,Pulmonary disease",
518,C0338480,"Atypical migraine,Common migraine,Common migraine,Migraine without aura,Migraine without aura,Migraine without aura (disorder),Migraine without aura NOS",
519,C0339570,"Open-angle glaucoma - borderline,Open-angle glaucoma - borderline (disorder)",
520,C0085693,"Acute appendicitis,Acute appendicitis,Acute appendicitis (disorder),Acute appendicitis NOS,Unspecified acute appendicitis",
521,C0034951,"Disorder of refraction,Disorder of refraction (disorder),Refractive error,Unspecified disorder of refraction",
522,,Diabetes,Diabetes NOS
523,,Cystic Fibrosis,Cystic Fibrosis
